city,lat,lon,date,rainfall_30d,rainfall_90d,temp_mean,temp_max,humidity_mean,drought_index,Sample_ID,Soil_Collection_Date,Depth_cm,pH,Org_Carbon_pct,Nitrogen_pct,Texture_Code
Beed,18.9891,75.7601,2021-06-27,60.0,117.6,31.9,42.3,81.0,3.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-07-04,103.3,150.8,32.6,44.9,86.1,6.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-07-11,130.4,205.3,33.3,44.5,83.2,7.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-07-18,133.2,214.2,33.1,42.8,87.2,9.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-07-25,146.2,203.7,32.3,43.6,82.2,4.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-08-01,84.3,209.9,32.8,44.8,79.5,7.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-08-08,38.2,195.9,32.7,44.8,85.3,6.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-08-15,55.2,221.8,31.9,44.4,83.8,7.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-08-22,49.0,230.4,32.4,42.8,80.6,4.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-08-29,89.7,271.1,31.5,44.3,83.3,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-09-05,118.3,305.2,30.1,41.0,82.1,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-09-12,102.0,284.0,29.3,40.8,80.7,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-09-19,83.9,280.8,29.2,40.3,80.9,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-09-26,48.4,239.1,28.2,40.8,78.5,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-10-03,54.0,242.7,29.3,40.7,63.2,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-10-10,51.6,199.3,28.6,39.5,51.6,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-10-17,51.6,189.0,28.7,41.6,39.4,3.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-10-24,47.4,184.4,26.7,38.9,36.7,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-10-31,16.1,184.1,26.7,37.8,45.9,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-11-07,7.1,160.7,25.6,41.1,39.2,1.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-11-14,7.1,151.2,25.0,38.1,38.2,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-11-21,7.1,142.6,24.2,35.6,39.8,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-11-28,1.3,96.9,22.4,35.6,40.9,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-12-05,0.0,58.7,20.7,32.1,43.2,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-12-12,0.0,58.7,17.8,30.3,38.8,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-12-19,0.0,54.5,18.0,30.1,37.4,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2021-12-26,0.0,53.5,18.5,30.4,38.7,0.0,S_0043,2021-05-23,0-20,8.22,0.38,0.03,C
Beed,18.9891,75.7601,2022-01-02,0.0,17.3,17.1,29.0,41.1,17.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-01-09,0.0,7.1,16.5,29.3,39.4,41.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-01-16,0.0,7.1,16.4,31.4,39.9,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-01-23,0.0,1.3,16.7,28.9,40.7,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-01-30,0.0,1.3,17.6,31.4,43.7,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-02-06,0.0,0.0,17.3,28.8,42.9,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-02-13,0.0,0.0,18.7,30.2,41.9,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-02-20,0.0,0.0,17.8,28.6,39.8,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-02-27,0.0,0.0,18.4,30.1,40.3,50.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-03-06,0.0,0.0,29.4,44.6,43.4,54.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-03-13,9.8,9.8,30.8,43.3,50.1,54.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-03-20,27.7,27.7,31.3,42.4,45.9,26.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-03-27,33.8,33.8,32.0,43.4,46.5,24.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-04-03,33.8,33.8,32.8,43.4,40.4,29.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-04-10,24.1,33.8,33.5,47.1,37.6,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-04-17,6.2,33.8,34.8,47.4,40.2,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-04-24,0.0,33.8,36.9,48.0,43.2,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-05-01,3.3,37.1,36.5,48.0,38.3,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-05-08,3.3,37.1,36.2,48.0,39.9,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-05-15,3.3,37.1,38.1,48.0,40.8,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-05-22,4.2,38.0,39.2,48.0,35.6,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-05-29,5.7,39.5,39.5,48.0,39.7,30.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-06-05,87.8,124.9,32.7,47.0,69.7,10.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-06-12,93.0,102.4,31.7,42.7,82.5,3.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-06-19,155.7,165.2,31.8,43.9,83.4,6.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-06-26,158.7,164.5,32.3,43.1,83.4,7.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-07-03,130.2,206.2,33.1,44.5,82.7,7.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-07-10,169.5,265.8,32.7,43.4,85.6,9.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-07-17,117.5,276.6,32.8,45.4,81.6,9.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-07-24,144.8,309.3,32.5,43.3,86.0,9.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-07-31,133.6,336.5,32.0,41.6,83.7,6.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-08-07,117.0,361.2,32.5,42.0,84.9,4.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-08-14,93.4,366.7,32.3,42.3,75.8,6.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-08-21,76.2,381.3,31.8,45.3,79.5,4.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-08-28,74.8,406.1,30.7,41.9,82.3,3.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-09-04,66.9,323.5,30.8,44.2,84.3,4.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-09-11,102.2,313.1,29.4,40.2,86.4,1.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-09-18,112.4,333.5,29.5,41.4,78.4,3.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-09-25,116.7,336.5,28.6,39.0,82.9,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-10-02,105.8,314.2,29.4,41.3,70.8,4.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-10-09,48.3,247.7,29.3,40.6,44.1,1.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-10-16,26.0,243.9,28.2,36.9,40.0,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-10-23,17.8,180.6,27.3,41.8,39.8,1.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-10-30,2.7,183.3,26.0,38.3,39.6,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-11-06,2.7,158.6,24.7,35.6,40.0,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-11-13,2.7,153.2,25.7,38.6,38.6,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-11-20,2.7,137.6,24.4,35.0,36.8,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-11-27,0.0,108.5,23.8,34.9,38.3,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-12-04,7.5,88.4,21.0,33.4,49.1,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-12-11,7.5,51.5,18.9,30.4,38.3,0.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-12-18,7.5,32.7,17.0,27.2,36.8,17.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2022-12-25,7.5,20.2,18.0,29.3,42.6,20.0,S_0080,2022-03-28,0-20,8.56,1.13,0.1,CL
Beed,18.9891,75.7601,2023-01-01,0.0,10.2,17.6,30.1,43.3,20.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-01-08,0.0,10.2,17.7,30.0,37.2,20.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-01-15,0.0,10.2,17.3,28.2,37.9,20.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-01-22,0.0,10.2,16.7,28.6,40.1,20.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-01-29,0.0,7.5,17.3,29.0,40.0,37.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-02-05,0.0,7.5,17.3,29.7,39.1,50.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-02-12,0.0,7.5,16.9,27.0,40.0,50.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-02-19,0.0,7.5,18.3,28.9,43.9,50.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-02-26,0.0,0.0,18.1,29.9,39.6,50.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-03-05,0.0,0.0,26.1,40.8,38.1,51.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-03-12,0.0,0.0,30.6,43.4,40.6,53.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-03-19,8.3,8.3,31.9,45.4,49.3,53.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-03-26,9.4,9.4,32.5,43.1,38.4,53.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-04-02,12.3,12.3,32.9,46.0,39.3,27.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-04-09,12.3,12.3,33.7,45.0,40.2,30.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-04-16,4.0,12.3,34.7,48.0,40.0,29.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-04-23,4.0,12.3,35.0,45.8,42.6,29.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-04-30,0.0,12.3,36.9,48.0,39.9,29.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-05-07,0.0,12.3,37.2,47.5,40.5,30.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-05-14,0.0,12.3,37.6,48.0,39.5,30.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-05-21,0.0,12.3,39.1,48.0,37.8,30.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-05-28,5.2,17.5,39.1,48.0,46.1,30.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-06-04,93.7,105.9,33.4,48.0,71.4,14.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-06-11,99.5,111.8,32.2,43.9,84.2,6.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-06-18,172.8,176.8,32.2,42.0,86.9,3.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-06-25,178.3,183.5,33.2,46.0,83.3,9.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-07-02,104.4,183.5,32.7,45.4,82.9,7.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-07-09,131.8,231.3,32.5,44.6,83.3,6.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-07-16,126.2,266.8,32.2,42.0,84.8,1.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-07-23,93.8,277.3,33.6,44.5,79.8,10.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-07-30,126.3,309.8,32.8,44.8,84.2,9.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-08-06,129.3,357.4,32.7,45.0,81.9,4.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-08-13,106.2,372.9,32.2,47.0,84.8,6.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-08-20,113.4,390.8,30.1,44.4,78.6,4.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-08-27,104.4,409.1,30.7,42.1,81.7,6.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-09-03,81.8,331.2,31.2,42.5,82.5,6.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-09-10,89.9,363.3,30.6,42.8,83.1,6.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-09-17,72.0,279.3,28.8,42.0,81.6,3.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-09-24,96.9,327.7,29.6,42.1,84.8,3.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-10-01,104.4,345.7,28.3,40.4,77.7,1.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-10-08,68.7,297.9,29.7,39.9,41.1,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-10-15,66.4,262.4,28.3,40.5,37.9,3.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-10-22,18.0,251.9,27.4,38.6,36.3,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-10-29,15.7,235.0,27.0,39.9,47.1,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-11-05,15.7,187.4,25.8,37.3,40.3,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-11-12,16.8,173.0,26.5,38.7,36.8,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-11-19,21.4,159.8,23.7,35.9,41.5,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-11-26,29.2,133.6,24.1,34.4,46.1,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-12-03,13.6,119.8,20.7,33.8,43.2,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-12-10,12.4,95.6,19.2,31.6,41.4,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-12-17,7.8,95.6,17.6,29.2,39.1,0.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-12-24,7.8,47.2,17.3,30.0,41.1,11.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2023-12-31,0.0,29.2,17.5,30.5,39.4,20.0,S_0117,2023-05-23,0-20,7.05,0.63,0.061,SiCL
Beed,18.9891,75.7601,2024-01-07,0.0,29.2,16.8,28.0,39.7,20.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-01-14,0.0,29.2,17.7,27.8,41.3,20.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-01-21,0.0,29.2,16.4,29.5,39.4,20.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-01-28,0.0,13.6,18.1,30.8,40.2,20.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-02-04,0.0,13.6,16.7,31.8,38.9,20.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-02-11,0.0,12.4,17.9,31.7,43.3,20.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-02-18,0.0,7.8,17.9,30.0,37.0,37.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-02-25,0.0,0.0,17.0,31.4,43.3,50.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-03-03,0.0,0.0,22.2,40.0,40.7,50.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-03-10,34.1,34.1,30.9,41.8,50.0,43.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-03-17,34.1,34.1,31.4,44.0,40.1,24.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-03-24,48.5,48.5,31.9,46.2,46.7,24.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-03-31,55.0,55.0,33.7,47.9,39.1,7.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-04-07,55.0,55.0,32.7,44.4,39.6,7.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-04-14,24.7,58.9,34.1,46.9,38.6,10.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-04-21,24.7,58.9,34.8,48.0,38.9,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-04-28,3.9,58.9,36.6,48.0,42.2,10.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-05-05,3.9,58.9,37.2,47.0,38.5,10.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-05-12,0.0,58.9,38.0,48.0,42.8,10.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-05-19,0.0,58.9,39.3,48.0,40.5,10.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-05-26,1.9,60.7,40.2,48.0,41.1,10.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-06-02,3.0,61.9,37.4,48.0,49.7,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-06-09,29.0,53.7,31.9,44.2,84.1,6.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-06-16,63.8,88.5,32.3,42.9,85.1,4.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-06-23,83.4,91.5,32.1,43.9,84.5,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-06-30,83.4,89.2,33.1,43.7,76.7,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-07-07,95.8,124.7,32.0,45.0,84.8,6.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-07-14,97.6,143.0,33.8,44.4,84.9,7.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-07-21,78.1,163.4,33.3,45.9,82.2,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-07-28,98.9,184.2,32.7,44.8,81.9,7.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-08-04,79.5,197.7,33.1,45.2,83.2,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-08-11,97.8,222.6,32.8,44.9,77.6,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-08-18,74.5,237.9,32.3,43.5,79.2,9.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-08-25,78.3,244.9,31.3,42.1,79.9,4.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-09-01,64.5,242.2,31.2,41.6,82.0,3.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-09-08,81.1,264.7,30.8,43.4,83.4,3.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-09-15,100.7,274.8,29.2,42.6,82.9,4.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-09-22,208.6,370.2,28.4,41.6,83.2,1.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-09-29,236.4,398.3,28.4,41.3,83.3,1.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-10-06,182.8,360.3,29.1,40.7,45.4,3.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-10-13,147.6,326.4,28.2,39.6,41.4,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-10-20,106.8,326.0,28.2,41.5,38.3,3.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-10-27,5.8,305.3,26.2,37.0,41.1,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-11-03,4.3,274.9,26.0,38.1,39.6,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-11-10,4.3,266.8,24.5,35.3,39.5,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-11-17,4.3,251.5,25.1,37.2,38.1,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-11-24,1.9,244.5,24.0,37.2,40.7,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-12-01,8.5,249.3,22.2,36.3,48.1,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
Beed,18.9891,75.7601,2024-12-08,8.5,194.2,17.9,29.4,41.4,0.0,S_0154,2024-08-06,0-20,9.64,0.21,0.016,CL
